FmPrime,FoPrime,Fs,FvP/FmP,LEF,NPQt,Phi2,PhiNO,PhiNPQ,RFd,SPAD_420,SPAD_530,SPAD_605,SPAD_650,SPAD_730,SPAD_850,SPAD_880,absorbance_530,absorbance_605,absorbance_730,absorbance_850,absorbance_880,absorbance_940,ambient_humidity,column,cultivar,cultivar_id,date,leaf_angle_clamp_position,leaf_temperature,leaf_temperature_differential,leaf_thickness,light_intensity_PAR,pitch,proximal_air_temperature,qL,qP,range,relative_chlorophyll,roll,season
6303.451,2282.0,4060.2,0.638,115.62299999999999,1.77,0.35600000000000004,0.233,0.41200000000000003,0.552,155.99,68.18,93.92,44.74,-10.45,-3.81,1.71,1.168,1.425,0.382,0.44799999999999995,0.503,0.486,27.419921999999996,15,6000000851,6000000851,2017-08-23 13:42:00,48.36,307.54,-9.219998,0.16,722.0,11.91,45.099998,0.314,0.5579999999999999,26,44.74187379999999,-47.23,4
4135.326,2501.0,3217.6,0.395,157.981,6.4670000000000005,0.222,0.10400000000000001,0.674,0.285,188.38,76.89,102.09,50.6,-8.83,-3.46,2.13,1.242,1.494,0.384,0.43799999999999994,0.494,0.473,26.506836,15,6000000851,6000000851,2017-08-23 13:43:00,40.21,309.48,-3.180001,0.11,1582.0,9.95,44.880001,0.436,0.561,26,50.59655832,-39.16,4
4003.938,2058.0,3100.7,0.486,180.299,4.16,0.226,0.15,0.624,0.29100000000000004,167.66,71.32,95.26,45.98,-9.51,-1.59,1.25,1.2590000000000001,1.4980000000000002,0.451,0.53,0.5579999999999999,0.546,26.600586,14,6000000962,6000000962,2017-08-23 13:47:00,16.52,307.92,-10.130002000000001,1.71,1776.0,16.25,44.900002,0.308,0.46399999999999997,16,45.97705545,-3.02,4
4091.7659999999996,2303.0,2946.2,0.43700000000000006,157.608,5.2829999999999995,0.28,0.115,0.605,0.389,159.9,68.19,94.75,45.89,-10.24,-3.75,1.67,1.161,1.4269999999999998,0.377,0.442,0.496,0.48,30.644531,14,6000000962,6000000962,2017-08-23 13:50:00,24.9,309.94,-7.629998,0.14,1251.0,14.5,44.419998,0.501,0.64,16,45.88527725,20.46,4
3712.547,2069.0,2646.5,0.44299999999999995,89.54299999999999,5.143,0.287,0.11599999999999999,0.597,0.40299999999999997,145.14,62.23,80.21,38.39,-13.06,-3.04,1.24,1.124,1.3030000000000002,0.371,0.47100000000000003,0.514,0.501,25.330078,3,6000000964,6000000964,2017-08-23 13:59:00,16.13,312.44,-6.030001,0.64,693.0,16.05,44.060001,0.507,0.649,45,38.39388145,-1.68,4
2344.485,1812.0,2025.4,0.22699999999999998,75.585,15.597000000000001,0.136,0.052000000000000005,0.812,0.158,145.27,57.23,75.85,37.63,-14.03,-3.71,1.67,1.042,1.228,0.32899999999999996,0.433,0.486,0.47,28.134766,3,6000000964,6000000964,2017-08-23 14:01:00,20.45,315.32,-0.9699979999999999,0.16,1234.0,12.42,44.099998,0.536,0.599,45,37.629063099999996,16.37,4
2728.098,1908.0,2217.9,0.3,109.41,10.363,0.187,0.07200000000000001,0.741,0.23,152.16,62.19,80.91,38.96,-12.76,-3.95,1.35,1.101,1.288,0.35100000000000003,0.439,0.49200000000000005,0.479,28.416991999999997,3,6000000964,6000000964,2017-08-23 14:02:00,21.38,314.57,-2.7699990000000003,0.3,1300.0,16.67,44.189999,0.536,0.623,45,38.96367113,13.58,4
4102.3240000000005,2456.0,2882.3,0.401,131.153,6.278,0.297,0.09699999999999999,0.606,0.423,142.5,61.31,82.03,39.4,-12.09,-3.45,1.66,1.073,1.28,0.33899999999999997,0.425,0.47600000000000003,0.46,24.949219,3,6000000964,6000000964,2017-08-23 14:03:00,33.54,314.03,-6.380001,0.23,980.0,15.44,44.290001000000004,0.631,0.741,45,39.40344168,-30.15,4
2352.264,2058.0,2128.3,0.125,44.778,33.175,0.095,0.026000000000000002,0.878,0.105,151.01,62.81,85.59,42.02,-11.91,-3.88,1.59,1.09,1.318,0.34299999999999997,0.423,0.478,0.462,28.330078000000004,3,6000000964,6000000964,2017-08-23 14:04:00,20.6,315.6,-1.64,0.12,1045.0,14.53,44.09,0.737,0.762,45,42.02294455,14.77,4
3153.3959999999997,2194.0,2544.2,0.304,145.96200000000002,10.155,0.193,0.07200000000000001,0.7340000000000001,0.239,139.52,56.47,75.91,36.37,-13.67,-3.27,1.62,1.0270000000000001,1.222,0.326,0.43,0.479,0.46299999999999997,28.538086,2,6000000964,6000000964,2017-08-23 14:09:00,10.6,314.86,-2.77,0.18,1679.0,9.76,44.48,0.547,0.635,21,36.370936900000004,4.14,4
2316.885,2019.0,2040.2,0.129,90.223,32.018,0.11900000000000001,0.027000000000000003,0.8540000000000001,0.136,143.04,56.94,77.96,37.88,-13.31,-3.45,1.97,1.015,1.226,0.313,0.41200000000000003,0.466,0.446,28.972656,2,6000000964,6000000964,2017-08-23 14:10:00,26.03,319.89,1.76,0.1,1679.0,15.31,44.98,0.9179999999999999,0.927,21,37.87762906,-21.31,4
2379.18,2044.0,2087.2,0.141,90.456,28.767,0.12300000000000001,0.028999999999999998,0.848,0.14,157.64,64.46,86.78,42.26,-11.95,-3.61,1.94,1.11,1.3330000000000002,0.34600000000000003,0.429,0.485,0.465,27.643555,2,6000000964,6000000964,2017-08-23 14:11:00,18.26,317.34,-1.1599979999999999,0.1,1638.0,17.45,45.349998,0.853,0.871,21,42.25621415,5.46,4
3093.06,2590.0,2819.4,0.163,66.611,24.1,0.08800000000000001,0.036000000000000004,0.875,0.09699999999999999,147.88,59.99,75.88,39.58,-8.86,-4.19,-0.58,1.043,1.202,0.354,0.401,0.43700000000000006,0.44299999999999995,52.975586,3,6000000964,6000000964,2017-08-25 10:19:00,32.95,313.62,8.24,0.1,1673.0,32.8,32.23,0.499,0.544,45,39.583174,-3.27,4
2759.465,2283.0,2548.6,0.17300000000000001,56.75,22.355999999999998,0.076,0.04,0.884,0.083,139.33,53.17,62.72,33.61,-11.65,-4.22,-0.12,0.9640000000000001,1.06,0.316,0.39,0.431,0.43200000000000005,53.295898,3,6000000964,6000000964,2017-08-25 10:20:00,7.24,313.25,6.550001,0.1,1650.0,-0.19,33.549999,0.396,0.442,45,33.60994264,-7.24,4
3018.506,2384.0,2697.3,0.21,73.37,17.352,0.106,0.049,0.845,0.11900000000000001,140.33,55.14,69.12,36.29,-11.54,-3.99,-0.7,1.006,1.146,0.33899999999999997,0.415,0.44799999999999995,0.455,51.873047,3,6000000964,6000000964,2017-08-25 10:21:00,38.01,315.36,7.680001,0.11,1532.0,5.73,34.529999,0.44799999999999995,0.507,45,36.28680688,-37.64,4
2636.382,2269.0,2390.8,0.139,66.029,29.13,0.09300000000000001,0.03,0.877,0.10300000000000001,136.63,53.54,65.79,34.05,-11.7,-4.02,0.16,0.983,1.105,0.33,0.40700000000000003,0.449,0.447,49.944336,3,6000000964,6000000964,2017-08-25 10:23:00,5.08,312.04,3.23,0.11,1575.0,-0.18,35.66,0.634,0.6679999999999999,45,34.045889100000004,-5.08,4
3125.855,2522.0,2792.1,0.193,83.736,19.379,0.107,0.044000000000000004,0.8490000000000001,0.12,157.87,69.42,86.81,44.53,-7.69,-4.11,0.02,1.1320000000000001,1.306,0.361,0.397,0.43799999999999994,0.43799999999999994,48.900391,4,6000000962,6000000962,2017-08-25 10:25:00,26.24,312.88,4.25,0.11,1743.0,25.11,35.48,0.499,0.5529999999999999,45,44.52772467,-7.88,4
4942.768,3164.0,3998.8,0.36,142.239,7.684,0.191,0.09300000000000001,0.716,0.23600000000000002,170.63,77.29,99.67,49.49,-6.05,-4.01,-0.1,1.214,1.4380000000000002,0.381,0.401,0.44,0.441,47.65625,4,6000000962,6000000962,2017-08-25 10:27:00,45.34,310.72,0.970002,0.15,1655.0,20.3,36.599998,0.42,0.531,45,49.49139579,-41.46,4
3882.114,2760.0,3252.9,0.289,117.87200000000001,11.001,0.162,0.07,0.768,0.193,139.85,71.37,89.55,42.46,-5.53,-3.26,0.43,1.179,1.361,0.41,0.43200000000000005,0.469,0.465,47.458984,4,6000000962,6000000962,2017-08-25 10:28:00,35.42,314.28,-0.18,0.52,1616.0,7.92,37.43,0.47600000000000003,0.561,45,42.46271511,-34.64,4
2971.4970000000003,2576.0,2463.2,0.133,95.755,30.785999999999998,0.171,0.026000000000000002,0.8029999999999999,0.20600000000000002,148.16,54.83,72.42,37.99,-12.46,-3.93,0.75,0.995,1.171,0.322,0.40700000000000003,0.45399999999999996,0.447,43.148438,2,6000000964,6000000964,2017-08-25 10:35:00,18.07,312.44,0.560002,0.09,1244.0,10.43,38.849998,1.344,1.285,21,37.98852772,14.84,4
3388.627,2852.0,2712.7,0.158,96.84700000000001,24.909000000000002,0.19899999999999998,0.031,0.77,0.249,137.34,55.58,71.79,36.19,-11.58,-4.05,1.12,1.006,1.168,0.33399999999999996,0.41,0.461,0.45,42.708984,2,6000000964,6000000964,2017-08-25 10:37:00,16.83,313.58,-0.580001,0.1,1079.0,4.07,40.110001000000004,1.3230000000000002,1.258,21,36.187380499999996,-16.34,4
2670.309,2420.0,2449.8,0.094,53.797,46.231,0.083,0.019,0.898,0.09,145.45,58.84,75.14,38.19,-11.29,-3.88,1.15,1.031,1.194,0.33,0.40399999999999997,0.45399999999999996,0.44299999999999995,42.911133,2,6000000964,6000000964,2017-08-25 10:38:00,15.78,317.58,3.9700010000000003,0.1,1448.0,8.34,40.459998999999996,0.871,0.882,21,38.19120459,-13.44,4
6036.658,2777.0,4789.0,0.54,136.627,3.158,0.207,0.191,0.603,0.261,181.93,72.75,97.38,50.49,-6.93,-4.28,1.23,1.179,1.425,0.382,0.408,0.46299999999999997,0.451,38.326172,14,6000000962,6000000962,2017-08-25 10:43:00,30.87,306.6,-6.270001000000001,0.16,1469.0,13.24,39.720001,0.222,0.38299999999999995,16,50.48948375,-28.14,4
5389.654,2611.0,4110.6,0.515,159.123,3.5869999999999997,0.237,0.166,0.596,0.311,175.74,79.84,104.51,51.58,-6.14,-4.48,0.84,1.249,1.496,0.39,0.406,0.45899999999999996,0.451,39.395508,14,6000000962,6000000962,2017-08-25 10:44:00,9.79,305.26,-7.73,2.33,1490.0,1.56,39.84,0.292,0.46,16,51.583174,9.67,4
6289.218000000001,3198.0,4698.7,0.491,126.887,4.05,0.253,0.14800000000000002,0.599,0.33799999999999997,170.57,78.95,107.32,52.36,-4.79,-4.08,0.98,1.239,1.5230000000000001,0.402,0.409,0.45899999999999996,0.45,41.037109,14,6000000962,6000000962,2017-08-25 10:46:00,22.8,305.44,-7.840000999999999,0.11,1115.0,18.51,40.130001,0.35,0.515,16,52.35564054,13.56,4
4720.231,2379.0,3675.1,0.496,160.52100000000002,3.96,0.221,0.157,0.622,0.284,177.08,75.48,99.17,49.19,-8.43,-3.64,0.71,1.216,1.453,0.377,0.425,0.469,0.462,40.527344,14,6000000962,6000000962,2017-08-25 10:47:00,7.57,306.26,-7.180001,0.73,1611.0,-5.89,40.290001000000004,0.289,0.446,16,49.18546845,-4.76,4
4897.585999999999,2419.0,3496.3,0.506,145.743,3.764,0.28600000000000003,0.15,0.564,0.401,176.51,67.81,85.74,43.22,-10.78,-3.97,0.83,1.149,1.329,0.363,0.43200000000000005,0.48,0.47100000000000003,36.844727,14,6000000208,6000000208,2017-08-25 11:11:00,33.85,310.33,-2.849998,0.18,1132.0,15.55,40.419998,0.391,0.565,26,43.21606119,-30.45,4
4901.721,2819.0,3641.5,0.425,134.321,5.603,0.257,0.113,0.63,0.34600000000000003,190.63,77.14,103.52,51.9,-7.67,-3.96,0.99,1.2109999999999999,1.475,0.363,0.4,0.45,0.44,39.911133,14,6000000208,6000000208,2017-08-25 11:12:00,24.21,308.66,-5.4400010000000005,0.1,1161.0,16.28,40.950001,0.46799999999999997,0.605,26,51.90057361,-18.17,4
4285.112,2187.0,3033.6,0.49,220.8,4.087,0.292,0.139,0.569,0.413,152.77,54.38,71.65,34.85,-11.29,-3.38,1.48,1.0,1.173,0.34299999999999997,0.42200000000000004,0.47100000000000003,0.456,35.427734,15,6000000851,6000000851,2017-08-25 11:19:00,11.7,309.43,-5.159999,0.23,1680.0,5.82,41.439999,0.43,0.596,26,34.84512428,10.17,4
4797.177,2459.0,3714.5,0.48700000000000004,160.358,4.132,0.226,0.151,0.623,0.29100000000000004,151.53,66.03,88.67,41.96,-9.29,-4.1,1.31,1.124,1.35,0.371,0.42200000000000004,0.47700000000000004,0.46399999999999997,36.169922,15,6000000851,6000000851,2017-08-25 11:22:00,26.94,308.18,-6.76,0.14,1579.0,11.79,41.57,0.307,0.46299999999999997,26,41.95793499,24.4,4
5345.105,2631.0,4074.6,0.508,152.424,3.73,0.23800000000000002,0.161,0.601,0.312,184.46,77.61,103.44,50.94,-7.72,-4.09,1.1,1.248,1.507,0.395,0.431,0.483,0.47200000000000003,37.735352,15,6000000851,6000000851,2017-08-25 11:23:00,60.74,307.88,-6.979999,0.2,1425.0,25.02,41.709998999999996,0.302,0.46799999999999997,26,50.93690249,-57.35,4
2565.909,2217.0,2195.7,0.136,100.70100000000001,30.052,0.14400000000000002,0.027999999999999997,0.828,0.16899999999999998,142.71,56.6,75.29,37.61,-12.79,-3.74,1.36,1.02,1.207,0.326,0.41700000000000004,0.46799999999999997,0.45399999999999996,31.828125,2,6000000964,6000000964,2017-08-25 11:31:00,21.66,314.94,0.280002,0.25,1551.0,20.76,41.509997999999996,1.073,1.062,21,37.61376673,-6.33,4
2221.955,2021.0,1993.3,0.09,56.276,48.092,0.10300000000000001,0.018000000000000002,0.879,0.115,130.69,56.51,76.73,35.89,-11.86,-3.63,1.82,1.026,1.228,0.342,0.424,0.479,0.461,33.104492,2,6000000964,6000000964,2017-08-25 11:35:00,21.75,319.49,2.8100009999999997,0.24,1215.0,19.01,43.529999,1.1540000000000001,1.138,21,35.88527725,-10.77,4
2504.8920000000003,2054.0,2177.7,0.18,93.87200000000001,21.248,0.131,0.039,0.83,0.15,147.97,63.7,82.71,39.95,-12.31,-4.0,1.36,1.103,1.2930000000000001,0.34299999999999997,0.426,0.479,0.466,33.533203,2,6000000964,6000000964,2017-08-25 11:36:00,14.11,320.06,3.009998,0.16,1597.0,13.04,43.900002,0.685,0.726,21,39.95028681,5.43,4
1967.539,1712.0,1756.8,0.13,73.031,31.719,0.107,0.027000000000000003,0.866,0.12,145.76,62.04,79.17,37.84,-13.07,-3.3,1.22,1.111,1.2819999999999998,0.36,0.457,0.503,0.49,30.59375,3,6000000964,6000000964,2017-08-25 11:43:00,8.16,320.28,3.709998,0.89,1515.0,8.16,43.650002,0.804,0.825,45,37.83556405,-0.18,4
1903.415,1876.0,1810.7,0.013999999999999999,33.478,336.37,0.049,0.003,0.948,0.051,140.91,61.14,80.05,38.8,-12.19,-4.07,1.78,1.078,1.2670000000000001,0.344,0.426,0.484,0.466,31.708984,3,6000000964,6000000964,2017-08-25 11:45:00,10.36,318.92,1.63,0.11,1528.0,7.06,43.98,3.5380000000000003,3.415,45,38.79541109,7.6,4
3403.417,2379.0,2792.4,0.301,143.001,10.338,0.18,0.07200000000000001,0.748,0.21899999999999997,206.6,83.67,106.48,53.45,-8.23,-3.06,1.47,1.315,1.5430000000000001,0.396,0.447,0.493,0.478,29.727539,14,6000000208,6000000208,2017-08-25 12:02:00,29.95,311.18,-5.210001999999999,0.72,1770.0,16.35,43.240002000000004,0.508,0.597,26,53.44933078,-25.45,4
3803.565,2283.0,2903.4,0.4,162.629,6.325,0.237,0.10400000000000001,0.659,0.31,184.46,75.31,95.69,46.79,-8.44,-2.35,1.81,1.227,1.431,0.389,0.45,0.49200000000000005,0.474,30.657227000000002,14,6000000208,6000000208,2017-08-25 12:04:00,19.48,310.1,-6.259999,0.77,1527.0,12.8,43.209998999999996,0.465,0.5920000000000001,26,46.78776291,-14.82,4
3316.261,2467.0,2743.9,0.256,128.14700000000002,13.171,0.17300000000000001,0.057999999999999996,0.769,0.209,172.88,66.67,88.4,44.03,-8.87,-2.61,1.37,1.137,1.354,0.381,0.444,0.484,0.47,32.431641,14,6000000208,6000000208,2017-08-25 12:06:00,22.34,309.14,-5.3099989999999995,0.59,1650.0,8.67,43.119999,0.606,0.674,26,44.03441683,-20.67,4
3712.4840000000004,2424.0,2864.6,0.34700000000000003,148.821,8.18,0.228,0.084,0.688,0.29600000000000004,179.84,76.18,99.83,47.97,-8.87,-3.92,1.47,1.234,1.47,0.38299999999999995,0.433,0.48700000000000004,0.47200000000000003,33.696289,14,6000000208,6000000208,2017-08-25 12:07:00,25.28,311.18,-5.420001,0.16,1448.0,1.36,43.450001,0.557,0.6579999999999999,26,47.97323136,-25.25,4
3342.724,2438.0,2773.6,0.271,129.549,12.159,0.17,0.063,0.767,0.205,153.4,64.5,86.82,41.06,-11.31,-4.27,1.29,1.1079999999999999,1.331,0.349,0.42,0.475,0.46299999999999997,29.051758000000003,15,6000000851,6000000851,2017-08-25 12:13:00,49.27,315.1,-1.5099989999999999,0.14,1691.0,6.8,43.459998999999996,0.5529999999999999,0.629,26,41.06309751,48.91,4
3953.5679999999998,2242.0,2966.5,0.433,177.957,5.392,0.25,0.11699999999999999,0.633,0.33299999999999996,156.62,55.25,73.5,37.29,-13.7,-3.99,1.55,1.004,1.187,0.315,0.41200000000000003,0.467,0.452,31.411133000000003,15,6000000851,6000000851,2017-08-25 12:14:00,24.53,312.6,-4.21,0.11,1584.0,20.19,43.66,0.436,0.5770000000000001,26,37.28871893,-14.24,4
5492.115,2539.0,4183.7,0.5379999999999999,123.39299999999999,3.197,0.23800000000000002,0.182,0.58,0.313,172.66,70.17,96.66,47.19,-9.48,-3.83,1.51,1.179,1.444,0.382,0.439,0.49200000000000005,0.47700000000000004,32.129883,15,6000000851,6000000851,2017-08-25 12:15:00,29.95,309.91,-7.15,0.2,1151.0,13.07,43.91,0.26899999999999996,0.44299999999999995,26,47.18929254,-27.19,4
5338.215,2553.0,4183.4,0.522,155.466,3.472,0.21600000000000003,0.175,0.608,0.276,174.96,65.4,87.55,44.3,-11.44,-3.89,1.53,1.1179999999999999,1.339,0.349,0.425,0.479,0.46399999999999997,29.499022999999998,15,6000000851,6000000851,2017-08-25 12:16:00,25.09,312.36,-4.600001,0.12,1597.0,18.51,43.810001,0.253,0.415,26,44.30210325,-17.24,4
4402.1990000000005,2740.0,3559.8,0.37799999999999995,153.357,7.042999999999999,0.191,0.10099999999999999,0.708,0.237,165.62,67.39,90.5,45.21,-10.46,-3.81,1.63,1.1320000000000001,1.364,0.354,0.42,0.475,0.45899999999999996,27.600586,14,6000000962,6000000962,2017-08-25 12:25:00,19.75,308.44,-8.169999,0.15,1781.0,6.47,43.459998999999996,0.39,0.507,16,45.21223709,18.7,4
4695.537,2559.0,3583.1,0.455,174.1,4.843,0.237,0.131,0.632,0.31,177.99,75.19,100.78,49.54,-9.21,-3.74,1.58,1.2009999999999998,1.4569999999999999,0.35700000000000004,0.41100000000000003,0.46399999999999997,0.449,31.149414,14,6000000962,6000000962,2017-08-25 12:28:00,38.32,308.48,-8.210001,0.12,1633.0,22.2,43.540001000000004,0.37200000000000005,0.521,16,49.53728489,-32.08,4
4456.832,2591.0,3509.8,0.419,168.391,5.774,0.212,0.11599999999999999,0.6709999999999999,0.27,177.56,81.17,110.63,53.04,-6.88,-3.77,1.34,1.27,1.564,0.389,0.42100000000000004,0.47200000000000003,0.45799999999999996,31.432616999999997,14,6000000962,6000000962,2017-08-25 12:31:00,15.27,312.18,-8.029999,0.16,1761.0,12.08,43.459998999999996,0.375,0.507,16,53.03632887,-9.41,4
2306.911,1967.0,2040.1,0.147,85.88799999999999,27.259,0.11599999999999999,0.031,0.853,0.131,145.27,60.63,77.37,37.38,-13.79,-3.38,1.72,1.074,1.242,0.33,0.434,0.485,0.46799999999999997,27.331055,3,6000000964,6000000964,2017-08-25 13:07:00,9.01,317.94,0.04,0.29,1650.0,-6.6,44.75,0.757,0.7859999999999999,45,37.37667304,-6.15,4
1657.0420000000001,1345.0,1463.6,0.188,88.69200000000001,20.053,0.11699999999999999,0.042,0.841,0.132,98.17,47.43,58.69,22.8,-16.18,-3.41,1.26,0.95,1.063,0.314,0.442,0.488,0.47600000000000003,25.603516,3,6000000964,6000000964,2017-08-25 13:08:00,10.68,319.12,1.299999,0.1,1688.0,6.27,45.040001000000004,0.57,0.62,45,22.79541109,-8.66,4
2199.467,1964.0,1938.9,0.107,53.257,39.788000000000004,0.11800000000000001,0.022000000000000002,0.86,0.134,141.64,55.51,76.22,37.17,-14.21,-3.58,1.73,1.008,1.215,0.311,0.41700000000000004,0.47,0.45299999999999996,27.051758000000003,3,6000000964,6000000964,2017-08-25 13:09:00,33.43,317.34,-1.33,0.11,999.0,27.87,45.52,1.123,1.109,45,37.17017208,19.25,4
3118.5159999999996,2097.0,2326.4,0.32799999999999996,147.116,9.013,0.254,0.07400000000000001,0.6709999999999999,0.341,147.6,62.34,83.02,39.6,-15.19,-4.43,1.5,1.078,1.285,0.303,0.41,0.47,0.455,26.709961,2,6000000964,6000000964,2017-08-25 13:15:00,20.34,315.92,-3.66,0.21,1287.0,12.85,46.43,0.6990000000000001,0.775,21,39.59847036,-15.9,4
2697.218,2036.0,2176.7,0.245,130.446,14.02,0.193,0.054000000000000006,0.753,0.239,147.33,64.45,87.4,41.6,-12.62,-3.13,1.63,1.149,1.379,0.379,0.473,0.521,0.505,25.214844,2,6000000964,6000000964,2017-08-25 13:18:00,16.83,314.82,-4.749998000000001,0.97,1502.0,14.68,46.419998,0.736,0.787,21,41.59847036,8.33,4
2313.509,2030.0,2084.6,0.122,77.99600000000001,33.984,0.099,0.026000000000000002,0.875,0.11,154.68,69.82,93.35,44.26,-10.56,-3.58,1.96,1.166,1.402,0.363,0.43200000000000005,0.488,0.46799999999999997,24.615234,4,6000000962,6000000962,2017-08-25 13:24:00,25.95,319.74,0.32,0.24,1752.0,7.45,46.27,0.787,0.8079999999999999,45,44.25621415,-24.93,4
4233.041,2441.0,3254.1,0.423,155.054,5.649,0.231,0.11599999999999999,0.653,0.301,157.0,69.54,94.59,45.28,-9.5,-3.42,2.32,1.1520000000000001,1.402,0.361,0.42200000000000004,0.479,0.456,27.129883000000003,4,6000000962,6000000962,2017-08-25 13:26:00,24.43,310.68,-8.54,0.24,1490.0,23.88,46.07,0.41,0.546,45,45.28107075,-5.29,4
4035.4240000000004,2723.0,3022.2,0.325,93.103,9.123,0.251,0.07400000000000001,0.675,0.335,170.34,77.13,101.91,48.98,-10.27,-3.99,1.63,1.234,1.482,0.36,0.423,0.479,0.46299999999999997,28.117188,4,6000000962,6000000962,2017-08-25 13:28:00,36.14,321.38,-5.37,0.14,824.0,29.48,46.5,0.695,0.772,45,48.9751434,-21.93,4
5138.248,2628.0,3604.5,0.489,171.53,4.11,0.298,0.13699999999999998,0.564,0.426,161.54,70.36,95.51,46.62,-7.01,-3.03,2.9,1.18,1.431,0.406,0.446,0.505,0.47600000000000003,26.553711,14,6000000962,6000000962,2017-08-25 13:38:00,16.32,307.28,-11.989999000000001,0.65,1277.0,12.45,46.119999,0.446,0.611,16,46.61567878,-10.64,4
2969.125,2059.0,2385.6,0.307,150.085,10.039,0.19699999999999998,0.073,0.731,0.245,193.88,77.85,103.33,50.95,-10.82,-3.46,1.42,1.255,1.51,0.369,0.442,0.491,0.47700000000000004,25.645508,14,6000000208,6000000208,2017-08-25 13:47:00,17.73,313.61,-4.729998999999999,0.68,1697.0,3.23,45.189999,0.5529999999999999,0.6409999999999999,26,50.94837476,-17.45,4
3227.8920000000003,2412.0,2724.1,0.253,116.99799999999999,13.433,0.156,0.057999999999999996,0.785,0.185,189.73,79.51,107.42,52.71,-8.67,-3.83,1.76,1.246,1.525,0.364,0.41200000000000003,0.46799999999999997,0.451,25.787109,14,6000000208,6000000208,2017-08-25 13:50:00,23.42,316.74,-1.66,0.1,1666.0,8.22,45.25,0.547,0.618,26,52.71128107,-22.01,4
2385.894,1952.0,2074.1,0.182,101.198,20.933000000000003,0.131,0.04,0.83,0.15,154.94,69.75,91.13,43.21,-12.43,-3.43,1.3,1.1740000000000002,1.3880000000000001,0.353,0.442,0.49,0.47700000000000004,19.807617,4,6000000962,6000000962,2017-08-28 12:16:00,28.46,319.24,-0.049999,0.68,1721.0,23.54,46.139998999999996,0.6759999999999999,0.718,45,43.208413,-16.47,4
2359.604,1987.0,2057.3,0.158,83.835,25.063000000000002,0.128,0.033,0.838,0.147,155.13,66.66,89.74,42.39,-11.39,-3.82,1.97,1.1179999999999999,1.349,0.337,0.413,0.47100000000000003,0.451,19.527344,4,6000000962,6000000962,2017-08-28 12:19:00,39.69,317.7,-1.27,0.1,1454.0,37.11,45.82,0.785,0.812,45,42.39005736,-15.22,4
4254.542,2387.0,3386.8,0.439,142.537,5.236000000000001,0.204,0.128,0.6679999999999999,0.256,159.16,66.54,90.8,44.42,-11.71,-3.73,1.89,1.123,1.365,0.34,0.42,0.47600000000000003,0.457,19.686523,4,6000000962,6000000962,2017-08-28 12:21:00,19.98,310.6,-8.579999,0.13,1553.0,12.7,46.029999,0.327,0.465,45,44.416826,-15.56,4
4814.338,2665.0,3733.4,0.446,127.40299999999999,5.051,0.225,0.128,0.647,0.29,163.96,73.72,100.04,48.3,-9.6,-3.74,1.92,1.192,1.455,0.359,0.41700000000000004,0.474,0.455,21.169922,4,6000000962,6000000962,2017-08-28 12:22:00,25.57,310.14,-9.01,0.12,1261.0,15.68,46.0,0.359,0.503,45,48.29827916,-20.46,4
2351.741,1986.0,2115.1,0.155,77.89,25.523000000000003,0.10099999999999999,0.034,0.865,0.11199999999999999,174.3,72.5,95.89,46.71,-9.77,-3.65,1.93,1.187,1.421,0.364,0.425,0.48100000000000004,0.462,21.985352,14,6000000962,6000000962,2017-08-28 12:33:00,9.47,312.0,-6.24,0.2,1720.0,9.46,45.09,0.608,0.648,16,46.71128107,-0.42,4
3023.255,2138.0,2465.5,0.293,141.208,10.787,0.184,0.069,0.746,0.226,203.11,88.36,112.34,54.0,-8.22,-4.51,2.21,1.3459999999999999,1.5859999999999999,0.38,0.418,0.485,0.46299999999999997,20.243164,14,6000000208,6000000208,2017-08-28 12:41:00,32.6,313.96,-4.94,2.4,1701.0,29.3,45.75,0.546,0.63,26,54.00382409,14.99,4
3590.6290000000004,2236.0,2849.3,0.377,147.629,7.057,0.20600000000000002,0.098,0.695,0.26,185.46,72.84,96.17,47.45,-12.15,-3.98,1.72,1.177,1.41,0.327,0.408,0.465,0.44799999999999995,19.100586,14,6000000208,6000000208,2017-08-28 13:07:00,14.75,313.73,-5.019998,0.2,1589.0,14.34,45.599998,0.43,0.547,26,47.45315488,3.51,4
3075.804,2233.0,2546.4,0.27399999999999997,129.039,11.921,0.172,0.064,0.764,0.20800000000000002,214.06,84.5,107.67,54.2,-8.89,-3.62,2.12,1.314,1.546,0.381,0.433,0.491,0.47,21.261719,14,6000000208,6000000208,2017-08-28 13:08:00,24.52,314.94,-3.9300010000000003,0.15,1666.0,15.4,45.720001,0.55,0.628,26,54.19502868,-19.32,4
3583.4120000000003,2243.0,2469.6,0.374,147.702,7.165,0.311,0.084,0.605,0.451,111.45,64.06,79.13,32.39,-11.43,-4.14,1.67,1.088,1.239,0.33299999999999996,0.406,0.46399999999999997,0.447,17.222656,15,6000000851,6000000851,2017-08-28 13:14:00,31.45,311.46,-7.300000999999999,1.31,1056.0,30.79,45.610001000000004,0.755,0.831,26,32.38623327,6.75,4
4045.454,2192.0,2988.2,0.45799999999999996,156.525,4.771,0.261,0.128,0.611,0.354,161.34,64.1,84.29,41.03,-11.95,-3.52,2.19,1.112,1.314,0.35100000000000003,0.435,0.493,0.47100000000000003,19.046875,15,6000000851,6000000851,2017-08-28 13:17:00,24.6,312.96,-5.890001,0.14,1331.0,12.66,45.700001,0.418,0.57,26,41.03250478,-21.27,4
