canopy_height,column,cultivar,date,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,leaf_angle_mean,range,season,day_offset
113.0,10,6000000969,2017-06-05 12:00:00,3.64088414953,2.04079735853,2.04963665994,0.37860870983499995,41,4,35
85.0,14,6000000830,2017-06-05 12:00:00,3.3276941907,2.0380269283400003,1.95718707332,0.392221311724,3,4,35
109.0,12,6000000717,2017-06-05 12:00:00,4.48681030615,2.4487588316999997,2.04292004666,0.36724884473999997,39,4,35
112.0,10,6000000817,2017-06-05 12:00:00,3.06598156787,2.00229954773,1.87782759272,0.41270774828199996,47,4,35
77.0,5,6000000936,2017-06-05 12:00:00,2.48632602004,1.73383965031,1.84368535254,0.43141125323999996,4,4,35
105.0,11,6000000552,2017-06-05 12:00:00,3.6591180393300005,2.25243317749,1.93002882721,0.391851931664,34,4,35
85.0,10,6000000710,2017-06-05 12:00:00,2.2724017292700003,1.59692123039,1.86865950507,0.428427653278,34,4,35
98.0,8,6000000980,2017-06-05 12:00:00,3.27107453165,1.99858648957,1.94639509074,0.403957854406,34,4,35
91.0,11,6000000990,2017-06-05 12:00:00,1.5223887119,1.50147265907,1.5385342075,0.495810577868,47,4,35
110.0,8,6000000221,2017-06-05 12:00:00,2.88568141512,1.82271130285,1.95530606275,0.399645994832,43,4,35
103.0,7,6000000742,2017-06-05 12:00:00,3.24289322459,1.97704641977,1.9556221708500001,0.40046765393600003,28,4,35
110.0,13,6000000702,2017-06-05 12:00:00,4.992136421650001,2.23034449425,2.35050828167,0.315504686248,34,4,35
98.0,15,6000000953,2017-06-05 12:00:00,3.7112184060800004,2.07837335378,2.05365144751,0.37623428396200004,41,4,35
104.0,13,6000000557,2017-06-05 12:00:00,4.279217537119999,2.15052042571,2.19428205584,0.344560246521,48,4,35
102.0,15,6000000894,2017-06-05 12:00:00,3.70020139302,2.08773144283,2.04983327035,0.372790409416,45,4,35
139.0,13,6000001020,2017-06-05 12:00:00,3.85928119121,2.2093158386300003,2.01634093472,0.377016060862,39,4,35
111.0,11,6000000694,2017-06-05 12:00:00,2.58555135397,1.9628926250299998,1.70049307694,0.459220053663,45,4,35
97.0,8,6000000950,2017-06-05 12:00:00,2.59230586833,1.8452364105799999,1.8075950133,0.432173485168,42,4,35
78.0,3,6000000922,2017-06-05 12:00:00,2.57996758682,1.9711059473900003,1.7322548016,0.43977895355700003,6,4,35
118.0,9,6000000566,2017-06-05 12:00:00,2.01600541529,1.5878886114700002,1.73302674719,0.45863200247599994,35,4,35
82.0,9,6000000805,2017-06-05 12:00:00,4.0774188554699995,2.27997661173,2.03151147068,0.372682620438,28,4,35
114.0,10,6000000959,2017-06-05 12:00:00,3.09318774251,1.96922680107,1.91901583025,0.40257215392800005,40,4,35
89.0,12,6000000892,2017-06-05 12:00:00,3.03934818017,1.9962677517299998,1.87605335348,0.412113956324,48,4,35
99.0,8,6000000883,2017-06-05 12:00:00,3.0034232349299996,1.9496291357,1.87539165851,0.420417777778,28,4,35
94.0,2,6000000579,2017-06-05 12:00:00,3.8971351684800006,2.06266638354,2.11532161181,0.370510952129,39,4,35
131.0,3,6000001009,2017-06-05 12:00:00,4.150571019030001,2.18940895947,2.1180662901,0.359486746756,41,4,35
132.0,7,6000000473,2017-06-05 12:00:00,3.42763088509,1.94853682773,2.0621039154900003,0.374522882095,48,4,35
110.0,6,6000000553,2017-06-05 12:00:00,4.18895274266,2.18595562825,2.13954664873,0.35033718689800003,44,4,35
90.0,14,6000000952,2017-06-05 12:00:00,3.7793515282300003,2.17349129255,2.00165399623,0.38640016920500003,48,4,35
121.0,13,6000000810,2017-06-05 12:00:00,2.4652941261700003,1.73195401118,1.8403032792099998,0.427811381864,41,4,35
114.0,12,6000000705,2017-06-05 12:00:00,3.3602757146099997,2.00842673932,1.9680113584299999,0.400357746754,42,4,35
88.0,10,6000000918,2017-06-05 12:00:00,3.5777935951099997,2.14438608165,1.94806831289,0.39831412906400004,7,4,35
128.0,9,6000000877,2017-06-05 12:00:00,2.4757796647,1.65943240346,1.91667177691,0.413875338753,39,4,35
91.0,12,6000000910,2017-06-05 12:00:00,4.0179949531400005,2.19432055021,2.07173181961,0.367658010198,30,4,35
92.0,12,6000000223,2017-06-05 12:00:00,3.0729687453500003,2.00169468285,1.8772013969699999,0.412278575792,45,4,35
92.0,7,6000000796,2017-06-05 12:00:00,5.18817301846,2.6908792551099996,2.0942917914900003,0.350134326179,41,4,35
105.0,6,6000000961,2017-06-05 12:00:00,2.32781206062,1.6826273942200003,1.81132709408,0.43967023501900004,42,4,35
103.0,9,6000000577,2017-06-05 12:00:00,4.6433826175699995,2.5047628898700003,2.06180344183,0.359118981254,8,4,35
114.0,12,6000000850,2017-06-05 12:00:00,4.1381155532800005,2.2470389617400004,2.07247097612,0.36707956669299996,40,4,35
120.0,4,6000000815,2017-06-05 12:00:00,2.51893711704,1.9498065575799999,1.7149016394799999,0.444718205082,41,4,35
100.0,15,6000000935,2017-06-05 12:00:00,4.03578327939,2.26648347859,2.03712016926,0.36842565676100003,40,4,35
110.0,9,6000000855,2017-06-05 12:00:00,3.77604280679,2.10389335395,2.05719902987,0.373668145926,36,4,35
120.0,6,6000000931,2017-06-05 12:00:00,2.6515191270800003,1.9311308783099996,1.75910460208,0.440352474722,37,4,35
125.0,9,6000000982,2017-06-05 12:00:00,2.5799388833,2.04642512688,1.6730969532700002,0.453252255449,47,4,35
104.0,3,6000000968,2017-06-05 12:00:00,2.00748960777,1.8940095598599997,1.5273245612900002,0.489640726165,37,4,35
137.0,2,6000000751,2017-06-05 12:00:00,4.25221877479,2.21458553508,2.10935458681,0.36854522454099997,42,4,35
131.0,8,6000000756,2017-06-05 12:00:00,3.97686948931,2.20987658006,2.05212815025,0.36971802859700004,44,4,35
101.0,10,6000000417,2017-06-05 12:00:00,3.99918585855,2.10739886008,2.12105996217,0.363927171151,32,4,35
80.0,2,6000000933,2017-06-05 12:00:00,4.6104251956699995,2.31092745113,2.15708767533,0.352725243936,34,4,35
120.0,13,6000000993,2017-06-05 12:00:00,3.25175629354,2.04101669784,1.9027425643,0.411418327992,31,4,35
116.0,8,6000000997,2017-06-05 12:00:00,3.15552251662,1.9962344743,1.91867964393,0.403201008733,31,4,35
149.0,14,6000000727,2017-06-05 12:00:00,3.59629312134,2.23470304365,1.90032964064,0.40432388570100003,31,4,35
117.0,9,6000001007,2017-06-05 12:00:00,3.44195298491,2.05152614943,1.9811833152900002,0.389558283338,10,4,35
122.0,2,6000000686,2017-06-05 12:00:00,4.51790228265,2.24237828758,2.1737808799900002,0.354588469126,29,4,35
76.0,11,6000000575,2017-06-05 12:00:00,3.5736350171599995,2.0230839385499997,2.0402633391900005,0.383481344434,29,4,35
104.0,13,6000000460,2017-06-05 12:00:00,3.6204580655300003,2.21963472351,1.92622252358,0.39722915280599996,29,4,35
90.0,8,6000000970,2017-06-05 12:00:00,2.4059578347,1.66829020591,1.8725343283200002,0.42918392673,46,4,35
88.0,3,6000001022,2017-06-05 12:00:00,3.2913011950300004,1.90219000108,2.02520939065,0.390900627403,11,4,35
137.0,9,6000000728,2017-06-05 12:00:00,3.2042483073400003,2.0506269649799997,1.90476291841,0.401500986689,46,4,35
98.0,14,6000000231,2017-06-05 12:00:00,4.4834149898,2.33130541736,2.12705295936,0.348580371116,46,4,35
106.0,2,6000000863,2017-06-05 12:00:00,3.88652186565,2.14582927023,2.04854883085,0.378615664845,46,4,35
89.0,14,6000000869,2017-06-05 12:00:00,3.14842226804,1.99202241628,1.90816158443,0.407799582084,11,4,35
136.0,5,6000000871,2017-06-05 12:00:00,4.40330784135,2.24178961491,2.15653270473,0.35183193223000003,46,4,35
118.0,15,6000000865,2017-06-05 12:00:00,4.1991762577,2.26152923304,2.0733749677400004,0.36703176419100003,38,4,35
134.0,13,6000000747,2017-06-05 12:00:00,2.44458592925,1.96237611372,1.66363897242,0.45929671770400005,38,4,35
157.0,2,6000000738,2017-06-05 12:00:00,4.58516770682,2.2879515863799997,2.17141311795,0.349286503203,38,4,35
127.0,3,6000000235,2017-06-05 12:00:00,3.19725626022,1.84832104693,2.05197028716,0.38359617819700004,38,4,35
120.0,8,6000000882,2017-06-05 12:00:00,4.0626303980400005,2.18324404917,2.08634677353,0.369012154054,38,4,35
156.0,4,6000000999,2017-06-05 12:00:00,2.7082089167900003,1.87156525301,1.83956003293,0.423793473133,29,4,35
125.0,7,6000000215,2017-06-05 12:00:00,3.5803002878800005,2.07820785314,2.0053229091900002,0.384960632778,29,4,35
83.0,5,6000000958,2017-06-05 12:00:00,3.24562075175,1.9539691354799997,1.98888587785,0.390229371463,31,4,35
99.0,2,6000000222,2017-06-05 12:00:00,4.95916865695,2.24506120772,2.2882666451700002,0.342707846346,13,4,35
111.0,4,6000000985,2017-06-05 12:00:00,3.2182526572500003,2.17401411724,1.8167172559400002,0.42162099904399997,28,4,35
83.0,4,6000000797,2017-06-05 12:00:00,4.156217239019999,2.19262646902,2.12138776039,0.356675239127,40,4,35
125.0,9,6000000689,2017-06-05 12:00:00,4.030336730319999,2.0767396681599997,2.14357376215,0.36579497411,32,4,35
91.0,5,6000000853,2017-06-05 12:00:00,2.5795094969599996,1.81269879627,1.83964761943,0.42568621785599997,41,4,35
100.0,12,6000000896,2017-06-05 12:00:00,4.019042883380001,2.12822077378,2.08286229972,0.380559676888,44,4,35
123.0,11,6000000842,2017-06-05 12:00:00,1.73012762115,1.516564595,1.6466365742200002,0.47572238673100004,44,4,35
103.0,2,6000000884,2017-06-05 12:00:00,4.41598234624,2.20510834492,2.1522839147,0.36671443852499996,37,4,35
107.0,10,6000000888,2017-06-05 12:00:00,1.96824285191,1.58738614243,1.7157652312,0.462907192388,45,4,35
82.0,7,6000000801,2017-06-05 12:00:00,2.8567822323299996,1.87320771007,1.9147860770299998,0.40144347849699996,14,4,35
102.0,2,6000000733,2017-06-05 12:00:00,3.66109220899,1.9552685806,2.1127145340299998,0.376665473847,30,4,35
119.0,7,6000000966,2017-06-05 12:00:00,4.7692879471300005,2.46292954394,2.12545676026,0.34595737106799995,40,4,35
80.0,6,6000001059,2017-06-05 12:00:00,4.6219609341800005,2.38011292865,2.12984547548,0.349308478653,41,4,35
113.0,12,6000000898,2017-06-05 12:00:00,3.68064762915,2.0247772095200003,2.07429015116,0.372707019634,37,4,35
83.0,8,6000000712,2017-06-05 12:00:00,2.6559703333400004,2.11264518686,1.6249978878799998,0.47510415867899997,48,4,35
112.0,9,6000001003,2017-06-05 12:00:00,2.99066276098,1.93291530876,1.8820478916599999,0.41975308642,48,4,35
81.0,8,6000000960,2017-06-05 12:00:00,3.16671558671,2.08173514401,1.8375723304299998,0.42598863549099997,30,4,35
105.0,15,6000000718,2017-06-05 12:00:00,4.4674806794699995,2.1126789640599997,2.26634692298,0.34095827416,28,4,35
82.0,15,6000000917,2017-06-05 12:00:00,5.38464751703,2.55164214747,2.22514666261,0.330264309067,43,4,35
115.0,6,6000000214,2017-06-05 12:00:00,3.9792125740800004,2.1910065729299997,2.0584003658200003,0.370517991301,15,4,35
124.0,2,6000000696,2017-06-05 12:00:00,4.692553467380001,2.17124538438,2.30610624132,0.324150577815,28,4,35
90.0,15,6000000814,2017-06-05 12:00:00,2.85570086528,1.8566519693299999,1.9091588536000001,0.412038192278,48,4,35
124.0,11,6000000558,2017-06-05 12:00:00,2.0856021762599997,1.5511222324200002,1.8142444737,0.441359564053,42,4,35
75.0,10,6000001060,2017-06-05 12:00:00,4.0475976526499995,2.31257455174,2.01107558682,0.373087128846,15,4,35
98.0,14,6000000570,2017-06-05 12:00:00,1.9829578707599997,1.50447434586,1.81434193102,0.44292390732000003,42,4,35
100.0,3,6000000701,2017-06-05 12:00:00,3.4793364466300005,2.1731471754,1.9292139919,0.39167150431500003,48,4,35
109.0,14,6000000228,2017-06-05 12:00:00,3.5995654499,2.0569006180000002,2.01570915454,0.386505583713,40,4,35
91.0,12,6000000229,2017-06-05 12:00:00,4.54148736417,2.4329015929599995,2.07938224024,0.356822503129,43,4,35
123.0,11,6000000468,2017-06-05 12:00:00,4.00901577231,2.07515796738,2.139164371,0.36673926119499994,35,4,35
95.0,11,6000000895,2017-06-05 12:00:00,3.6998730494,2.24376131767,1.9398657251099998,0.39211856056100003,30,4,35
108.0,13,6000000983,2017-06-05 12:00:00,3.7536604235000004,2.11666525644,2.04817159585,0.37077503935999995,32,4,35
85.0,5,6000000951,2017-06-05 12:00:00,2.7027400262400003,1.8945587698299997,1.8061946399200002,0.43047091412699995,39,4,35
93.0,4,6000000962,2017-06-05 12:00:00,3.32591510287,1.86721611186,2.1011630189900004,0.36805715856,45,4,35
101.0,15,6000000886,2017-06-05 12:00:00,3.2925396599199996,2.00238147616,1.9115232525099999,0.42115039656099995,16,4,35
105.0,10,6000000790,2017-06-05 12:00:00,3.8281722671699994,2.15520974271,2.0335394888900002,0.37919226830499997,43,4,35
98.0,12,6000000809,2017-06-05 12:00:00,3.91251923333,2.16939105283,2.0235421803299998,0.386806907307,32,4,35
117.0,7,6000000565,2017-06-05 12:00:00,3.29371622177,1.99461466393,1.9664894594099998,0.396436811713,32,4,35
96.0,7,6000000719,2017-06-05 12:00:00,2.9256347489700003,1.9586442158700001,1.8675656132499998,0.41428505428499995,17,4,35
85.0,13,6000000919,2017-06-05 12:00:00,4.10179125895,2.29250784045,2.0081377111900003,0.384810358274,42,4,35
112.0,13,6000000732,2017-06-05 12:00:00,2.6635535736400002,1.8494400492900003,1.8381690158200001,0.423591296454,45,4,35
91.0,12,6000000220,2017-06-05 12:00:00,3.9679161759800006,1.99300009374,2.20559231191,0.35210983433399995,17,4,35
122.0,11,6000000688,2017-06-05 12:00:00,3.21060178449,2.0209407182,1.9325461498299998,0.39454669393299996,41,4,35
103.0,5,6000001027,2017-06-05 12:00:00,3.9481662069800003,2.05974188969,2.1510609591599996,0.358736648601,18,4,35
113.0,6,6000000739,2017-06-05 12:00:00,5.31445549384,2.5763509192500003,2.20766409527,0.324909627709,18,4,35
86.0,10,6000000945,2017-06-05 12:00:00,2.33059304597,1.74867568095,1.7541449389,0.45025551962300003,29,4,35
109.0,11,6000000858,2017-06-05 12:00:00,4.35448494256,2.33830589725,2.09322492501,0.352535905014,32,4,35
85.0,3,6000000977,2017-06-05 12:00:00,2.6132248166,1.8403750269099999,1.78888741626,0.44420572916699996,34,4,35
93.0,7,6000000791,2017-06-05 12:00:00,3.81820076451,2.19790537945,1.98329068729,0.390651739606,36,4,35
107.0,9,6000000839,2017-06-05 12:00:00,4.25661405326,2.2103190331400002,2.1047318124900003,0.37122975389799995,19,4,35
133.0,6,6000000472,2017-06-05 12:00:00,3.907234955,2.22789194427,2.02459093893,0.37136695608900006,45,4,35
117.0,5,6000000835,2017-06-05 12:00:00,4.96752086623,2.44466968477,2.17287088296,0.34347826087,45,4,35
135.0,7,6000000897,2017-06-05 12:00:00,3.29933791273,2.09773935393,1.8919797279700001,0.407103797034,47,4,35
146.0,10,6000000808,2017-06-05 12:00:00,3.50198787916,2.07877222203,1.99246654652,0.38314209355499995,44,4,35
97.0,3,6000000964,2017-06-05 12:00:00,3.7926322726699997,2.0722878973,2.0859541611,0.36685025198,45,4,35
108.0,2,6000000691,2017-06-05 12:00:00,4.37553724455,2.1868141343,2.1800400191,0.35302017819700005,32,4,35
99.0,5,6000000956,2017-06-05 12:00:00,3.47880983518,2.2206105908400002,1.8429705783099997,0.423491949051,43,4,35
89.0,5,6000000932,2017-06-05 12:00:00,2.0061778207,1.77685060553,1.5919085520299998,0.478591345586,40,4,35
124.0,4,6000000901,2017-06-05 12:00:00,2.85697116895,1.89327478034,1.87515841588,0.41594794094800003,32,4,35
119.0,7,6000000578,2017-06-05 12:00:00,2.7464880964300002,1.9230300363599997,1.80503396156,0.43196152506499996,43,4,35
93.0,4,6000000949,2017-06-05 12:00:00,1.4231957944799998,1.53270124555,1.45394336448,0.520702725864,47,4,35
150.0,3,6000000891,2017-06-05 12:00:00,4.025839045330001,2.3373691753599997,1.97988197681,0.38148893879600004,30,4,35
114.0,8,6000000889,2017-06-05 12:00:00,2.7557295259099996,2.06399214749,1.7240033554099998,0.44432901775300004,47,4,35
87.0,8,6000000937,2017-06-05 12:00:00,3.40838084056,2.11891589148,1.9204688032900004,0.402385099178,22,4,35
104.0,5,6000000807,2017-06-05 12:00:00,2.92356608083,1.98286323352,1.8436014846200002,0.420610577927,32,4,35
91.0,11,6000000926,2017-06-05 12:00:00,4.93086223941,2.43934430291,2.1951583551800002,0.330015649452,22,4,35
108.0,11,6000000752,2017-06-05 12:00:00,2.67000819344,1.9635778713299998,1.74946326496,0.441000286315,36,4,35
101.0,14,6000000989,2017-06-05 12:00:00,4.03748548546,2.18598960412,2.04919562718,0.385330901511,35,4,35
83.0,13,6000000813,2017-06-05 12:00:00,3.36522178706,2.0880488599700002,1.9352425553000001,0.39662181057499996,44,4,35
92.0,14,6000000789,2017-06-05 12:00:00,2.5966693185,1.8115961308000001,1.82733787877,0.42994473808999994,30,4,35
113.0,3,6000000207,2017-06-05 12:00:00,2.97676474002,1.8944879009400002,1.91033818942,0.409747669147,39,4,35
123.0,12,6000000224,2017-06-05 12:00:00,3.16446930285,2.0359734504700002,1.8962290784,0.406284224601,23,4,35
120.0,4,6000000209,2017-06-05 12:00:00,3.7298768497300006,2.2112538860799997,1.9720937530900002,0.384544197663,39,4,35
141.0,9,6000000900,2017-06-05 12:00:00,3.6204116718300003,2.06407127738,2.0186457679900003,0.385758032129,40,4,35
94.0,11,6000000573,2017-06-05 12:00:00,2.2650129773299996,1.8364142390599998,1.68842122014,0.452777503158,33,4,35
80.0,5,6000000561,2017-06-05 12:00:00,2.8097053447299998,1.93824447605,1.83168908569,0.423926864002,38,4,35
79.0,11,6000000920,2017-06-05 12:00:00,2.88622411788,1.9296065261000002,1.86506812442,0.415778812661,24,4,35
156.0,15,6000000736,2017-06-05 12:00:00,2.5567699151400003,1.69215261788,1.9089303819,0.41700261043799997,29,4,35
75.0,4,6000000799,2017-06-05 12:00:00,4.66538755203,2.18521428414,2.27580843024,0.33337372607500004,31,4,35
79.0,7,6000000576,2017-06-05 12:00:00,3.7051752477099997,2.08491265673,2.0611792259799997,0.367859677511,31,4,35
89.0,6,6000000978,2017-06-05 12:00:00,2.8206117766400003,1.7912099735299998,1.9443427925599999,0.40977545162900003,28,4,35
109.0,5,6000000625,2017-06-05 12:00:00,3.2578653802900006,2.01589264223,1.9197712629099999,0.40904666179300003,47,4,35
94.0,13,6000000854,2017-06-05 12:00:00,2.61876410529,1.8722417805400002,1.7848834753799998,0.437241411199,28,4,35
115.0,3,6000000829,2017-06-05 12:00:00,3.50574052255,2.5962215029199998,1.7380427092500002,0.42441311489699995,40,4,35
104.0,7,6000000825,2017-06-05 12:00:00,3.0320975219700004,1.9921675895,1.8681629541,0.418926796395,45,4,35
121.0,15,6000000467,2017-06-05 12:00:00,4.11379750192,2.21433289681,2.0899628799700003,0.364340525541,37,4,35
112.0,15,6000000714,2017-06-05 12:00:00,3.68466137226,2.08112006814,2.01546845893,0.39018040431199996,25,4,35
98.0,6,6000000230,2017-06-05 12:00:00,3.18842149206,1.9052128228299998,1.97581378836,0.40271220147799996,26,4,35
103.0,2,6000000976,2017-06-05 12:00:00,4.15768174024,2.21197096838,2.09591355941,0.36515009317100006,45,4,35
92.0,15,6000000227,2017-06-05 12:00:00,2.7503733483099997,1.7649482271599999,1.9100939438799998,0.42093480876,47,4,35
113.0,3,6000000562,2017-06-05 12:00:00,1.7921418710099999,1.6972155985600001,1.5404685078,0.49640497640500003,36,4,35
119.0,2,6000000836,2017-06-05 12:00:00,4.246575705950001,2.2280725494099998,2.12165027431,0.355315145814,43,4,35
102.0,15,6000000208,2017-06-05 12:00:00,3.5789546221199995,2.23442511305,1.9065284673700003,0.396918716561,30,4,35
109.0,13,6000000851,2017-06-05 12:00:00,3.9166262968,2.2472651583500003,2.00116548117,0.380907085746,30,4,35
94.0,12,6000001006,2017-06-05 12:00:00,3.5710199600099997,2.07424071898,1.98437519532,0.395164552865,29,4,35
108.0,9,6000000899,2017-06-05 12:00:00,4.2686856868800005,2.1424975323199997,2.1931938659,0.343358672552,29,4,35
95.0,14,6000000693,2017-06-05 12:00:00,2.97923305528,1.9488206299000002,1.8954108121700002,0.407788161994,29,4,35
113.0,6,6000000994,2017-06-05 12:00:00,2.3544802661900004,2.03659394589,1.5934710418200002,0.473006172001,33,4,35
129.0,6,6000000866,2017-06-05 12:00:00,3.78352935745,2.23427475697,1.9773908851900002,0.382931769792,38,4,35
123.0,9,6000000745,2017-06-05 12:00:00,3.40645508816,1.92466766199,2.065391352,0.38206306758,17,4,35
100.0,2,6000000804,2017-06-05 12:00:00,5.01724816792,2.4033318885900004,2.20929402848,0.343557084792,15,4,35
165.0,10,6000001029,2017-06-05 12:00:00,3.52111037851,1.9307246763900003,2.08785020645,0.37705022250500003,27,4,35
119.0,13,6000000996,2017-06-05 12:00:00,3.35658984598,1.9876336038099998,2.00354876091,0.38618221923699997,18,4,35
95.0,7,6000000749,2017-06-05 12:00:00,3.45220557193,2.0375782802,1.99713039697,0.385166423619,10,4,35
88.0,4,6000000934,2017-06-05 12:00:00,4.2126213636,2.12202289254,2.09139267959,0.401091403147,19,4,35
119.0,15,6000000840,2017-06-05 12:00:00,4.5994128631699995,2.31404646153,2.1743804152200004,0.34146214419200005,17,4,35
132.0,5,6000000729,2017-06-05 12:00:00,3.04798210927,1.91347753949,1.92589189526,0.410358422939,12,4,35
90.0,11,6000000927,2017-06-05 12:00:00,3.43787950499,2.0585103066,1.9760699385599998,0.390148236426,12,4,35
82.0,6,6000000461,2017-06-05 12:00:00,2.93853034625,1.94314347485,1.8684360006599998,0.41637699522699995,27,4,35
83.0,4,6000000979,2017-06-05 12:00:00,3.2672913343700003,1.8656246092,2.05256154291,0.387767420938,24,4,35
112.0,5,6000000724,2017-06-05 12:00:00,3.8426349497600003,2.3420117137400003,1.9273599340599998,0.39219853786799996,27,4,35
116.0,7,6000000734,2017-06-05 12:00:00,2.40201190382,1.7477590681400001,1.79776149009,0.436776609583,27,4,35
90.0,3,6000000795,2017-06-05 12:00:00,3.31240224287,2.1581444368900002,1.8785552330200002,0.404373834878,21,4,35
86.0,5,6000000690,2017-06-05 12:00:00,2.3995634456099997,1.76816857467,1.7796771180200002,0.442924675449,26,4,35
82.0,6,6000000564,2017-06-05 12:00:00,3.5812426051,2.04710187062,2.02512804151,0.384950426807,9,4,35
111.0,9,6000000879,2017-06-05 12:00:00,2.8222770831700004,1.77130458836,1.93967681092,0.41669153099399997,7,4,35
88.0,4,6000000954,2017-06-05 12:00:00,3.36622457061,2.09319728651,1.9374919092099998,0.39152657931199997,17,4,35
85.0,6,6000000967,2017-06-05 12:00:00,3.96596839245,2.0473138895200003,2.159161138,0.35738836662699996,17,4,35
90.0,4,6000000462,2017-06-05 12:00:00,4.476955408399999,2.36793451843,2.0844564172499997,0.363319539453,3,4,35
102.0,12,6000000685,2017-06-05 12:00:00,4.60282769513,2.1892278040799997,2.26091371315,0.329749345305,3,4,35
102.0,7,6000000975,2017-06-05 12:00:00,2.0148774305400003,1.72995780743,1.6436234829799998,0.468250344278,23,4,35
84.0,8,6000000906,2017-06-05 12:00:00,5.109205541000001,2.33587084236,2.29256896303,0.325423624566,9,4,35
109.0,11,6000000942,2017-06-05 12:00:00,2.04552947129,1.64011241278,1.70932664396,0.46263745931199995,21,4,35
92.0,4,6000000880,2017-06-05 12:00:00,3.1220924729900004,1.8120774726700002,2.0621670692299996,0.383674126655,16,4,35
104.0,11,6000000695,2017-06-05 12:00:00,2.92659270192,1.83491992994,1.9612550227599999,0.401199561404,13,4,35
121.0,4,6000000914,2017-06-05 12:00:00,4.2218936958499995,2.32132091919,2.04273402472,0.370419041588,13,4,35
144.0,14,6000000722,2017-06-05 12:00:00,3.13087544583,2.04623129857,1.8702322963,0.41441497560199997,24,4,35
120.0,15,6000000715,2017-06-05 12:00:00,2.7959334140900003,1.91976426402,1.7955064658400002,0.44419915072800004,27,4,35
116.0,9,6000000213,2017-06-05 12:00:00,5.162219873030001,2.5766944731,2.16281411854,0.335659847573,18,4,35
157.0,15,6000000740,2017-06-05 12:00:00,3.65128423055,2.12264560652,1.9995688877700002,0.38416863966799997,18,4,35
99.0,14,6000000939,2017-06-05 12:00:00,3.73932918628,2.31403706871,1.9072879043000002,0.39740749702,22,4,35
90.0,10,6000000700,2017-06-05 12:00:00,4.3516868431,2.38624026,2.05850492521,0.36062396255400003,23,4,35
101.0,8,6000000219,2017-06-05 12:00:00,3.6374577616199995,2.1647445267700003,1.9522480842400003,0.396459609631,21,4,35
111.0,5,6000000903,2017-06-05 12:00:00,2.31645845801,1.7975302771900001,1.7122648700299998,0.45619549333000003,21,4,35
99.0,9,6000001010,2017-06-05 12:00:00,3.7382349439499998,2.1545330466799997,1.99197030595,0.38941534094700003,9,4,35
116.0,13,6000000559,2017-06-05 12:00:00,3.32039352128,1.9134807025,2.03252533149,0.387023938824,19,4,35
94.0,6,6000000913,2017-06-05 12:00:00,3.67396117458,2.2436372486200002,1.92728305067,0.39491924565700004,6,4,35
98.0,12,6000000755,2017-06-05 12:00:00,3.60807295486,2.14514081653,1.97156679238,0.38992215666999996,25,4,35
111.0,14,6000000225,2017-06-05 12:00:00,3.2408116534299998,1.9681256328299999,1.9560733744799998,0.399146740846,13,4,35
108.0,14,6000000856,2017-06-05 12:00:00,4.55839022165,2.43220826838,2.07259710181,0.363047958779,8,4,35
79.0,7,6000000826,2017-06-05 12:00:00,3.46427377459,2.33542995887,1.7931846414300001,0.425929719316,26,4,35
92.0,8,6000000841,2017-06-05 12:00:00,4.93067702323,2.17111880507,2.3531095417,0.328853673345,14,4,35
100.0,7,6000000811,2017-06-05 12:00:00,3.52244979486,2.34597744644,1.8371203642700003,0.408398656215,13,4,35
100.0,12,6000000723,2017-06-05 12:00:00,5.15251932987,2.7219642603400005,2.03243396672,0.375354243782,19,4,35
64.0,12,6000000713,2017-06-05 12:00:00,3.80241362516,2.13285383086,2.04388133421,0.37689728221,26,4,35
99.0,15,6000000716,2017-06-05 12:00:00,2.70553208607,1.87764855568,1.81967169715,0.43088498513800005,8,4,35
100.0,15,6000000711,2017-06-05 12:00:00,3.89165651834,2.1704346762,2.0507480022,0.37149771773400003,13,4,35
80.0,4,6000000555,2017-06-05 12:00:00,4.02172700685,2.1866848969599997,2.0848777307499997,0.36236215516099995,6,4,35
105.0,13,6000000698,2017-06-05 12:00:00,4.2769529868900005,2.41959372195,2.00055470694,0.376855724313,8,4,35
106.0,10,6000000554,2017-06-05 12:00:00,2.3619623292,1.9269679408700002,1.6441945669100002,0.46727552928099997,5,4,35
104.0,7,6000000721,2017-06-05 12:00:00,4.865344669080001,2.39043264067,2.1993587107900003,0.334161771351,19,4,35
109.0,6,6000000821,2017-06-05 12:00:00,4.74111324174,2.33574743757,2.19029261467,0.33944900261100003,19,4,35
105.0,4,6000000861,2017-06-05 12:00:00,6.12701222875,2.44930703084,2.4800831791699998,0.292057098438,20,4,35
98.0,4,6000000971,2017-06-05 12:00:00,2.4752332068,1.8168533588799998,1.7752791329099997,0.44037592196099995,46,4,35
109.0,6,6000001061,2017-06-05 12:00:00,3.56442243242,2.0694964861700003,2.0004053472799996,0.387707931611,46,4,35
101.0,13,6000000864,2017-06-05 12:00:00,3.52934168106,1.98405940595,2.04953687714,0.38442353644,20,4,35
94.0,12,6000000938,2017-06-05 12:00:00,3.407441354,2.0364788642200002,1.9704945147,0.393997647634,4,4,35
82.0,6,6000000792,2017-06-05 12:00:00,4.82377692377,2.4628755195900003,2.11694541974,0.35642989030100003,16,4,35
89.0,2,6000000569,2017-06-05 12:00:00,3.8991427041199995,2.09144207731,2.07439106301,0.378965161822,3,4,35
