canopy_height,column,cultivar,cultivar_id,date,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,leaf_angle_mean,range,season
333.0,14,6000001011,6000001011,2017-08-25 12:00:00,1.37984929586,1.31522033735,1.61794056144,0.48577262636999996,41,4
358.0,6,6000000988,6000000988,2017-08-25 12:00:00,1.23943753804,1.45947969496,1.37374762975,0.5379615826699999,43,4
408.0,12,6000000857,6000000857,2017-08-25 12:00:00,1.25388279153,1.2975040054,1.54952879686,0.5029501245419999,7,4
323.0,6,6000000571,6000000571,2017-08-25 12:00:00,1.9617133741400001,1.86875018447,1.50433222524,0.491010319752,34,4
352.0,2,6000000726,6000000726,2017-08-25 12:00:00,1.60969412669,1.31302089402,1.7967127085799999,0.45258716989299996,8,4
336.0,5,6000000708,6000000708,2017-08-25 12:00:00,2.61591661377,1.71741697081,1.90668579638,0.421195056805,8,4
347.0,11,6000000824,6000000824,2017-08-25 12:00:00,2.1426166704,1.60397451806,1.7934021159,0.44372253997,8,4
388.0,13,6000000698,6000000698,2017-08-25 12:00:00,1.93742642866,1.56408665712,1.7188637994999998,0.459531721981,8,4
349.0,7,6000000560,6000000560,2017-08-25 12:00:00,1.78800610247,1.4900015808000002,1.7162285380200002,0.46214015840800005,42,4
279.0,6,6000000550,6000000550,2017-08-25 12:00:00,3.6102402070599995,1.89773463498,2.17927016888,0.355866222016,29,4
319.0,11,6000000731,6000000731,2017-08-25 12:00:00,2.0424951361000003,1.5902341665900002,1.75156247568,0.452829377365,10,4
359.0,8,6000000737,6000000737,2017-08-25 12:00:00,1.14874330545,1.3446059820200003,1.41498146128,0.532904141445,51,4
376.0,14,6000001057,6000001057,2017-08-25 12:00:00,1.70603411125,1.3107573938600001,1.9368710607900002,0.44222222222199997,50,4
325.0,10,6000000874,6000000874,2017-08-25 12:00:00,1.8861334223700001,1.5632929276299998,1.6958014329,0.462476309605,11,4
302.0,4,6000001024,6000001024,2017-08-25 12:00:00,1.43206402159,1.4986388191100002,1.4663331264700001,0.509742801741,12,4
332.0,6,6000000741,6000000741,2017-08-25 12:00:00,2.12203638508,1.7256407111900003,1.675207155,0.46219208358400005,12,4
294.0,11,6000000927,6000000927,2017-08-25 12:00:00,2.3497215637099997,1.72774120433,1.78384016949,0.445614155329,12,4
287.0,5,6000000216,6000000216,2017-08-25 12:00:00,1.86152893191,1.4190450474899998,1.8216016229900003,0.44442135315,51,4
345.0,9,6000000887,6000000887,2017-08-25 12:00:00,1.4844312001700002,1.34412400731,1.67572029111,0.478892949739,52,4
380.0,15,6000000711,6000000711,2017-08-25 12:00:00,2.16497231963,1.53532826796,1.8762198042200002,0.431976421761,13,4
396.0,7,6000000819,6000000819,2017-08-25 12:00:00,2.45093699273,1.6598053952200003,1.88277375154,0.421055803486,37,4
360.0,4,6000000793,6000000793,2017-08-25 12:00:00,1.3294678772600002,1.2575779592299998,1.66480765168,0.48144579434900003,48,4
329.0,8,6000000841,6000000841,2017-08-25 12:00:00,1.3195760589,1.80872010325,1.19927594169,0.578692106345,14,4
343.0,3,6000000746,6000000746,2017-08-25 12:00:00,1.8211142705400003,1.42720937095,1.7905359634,0.45136536827699997,42,4
373.0,10,6000000754,6000000754,2017-08-25 12:00:00,1.64019959389,1.3721432260100002,1.7425990070400004,0.463249468019,28,4
347.0,13,6000000465,6000000465,2017-08-25 12:00:00,1.14767489802,1.3912126398,1.36790670346,0.542611976792,16,4
352.0,6,6000000967,6000000967,2017-08-25 12:00:00,2.28165783983,1.79128689632,1.70171413116,0.45778198439400003,17,4
389.0,9,6000000745,6000000745,2017-08-25 12:00:00,2.1207719426800002,1.46440374377,1.92786208553,0.422791147522,17,4
371.0,15,6000000840,6000000840,2017-08-25 12:00:00,1.96843465824,1.52300880498,1.78549150564,0.44497332347199997,17,4
362.0,2,6000000944,6000000944,2017-08-25 12:00:00,1.03366399005,1.28293448159,1.3585156300299999,0.54415324929,18,4
295.0,14,6000000735,6000000735,2017-08-25 12:00:00,1.7858816155900001,1.3610574507,1.8745141820500002,0.440983333333,51,4
295.0,10,6000000872,6000000872,2017-08-25 12:00:00,1.48692826597,1.33156125145,1.6911713225799998,0.473690366872,31,4
346.0,8,6000000464,6000000464,2017-08-25 12:00:00,2.13658881277,1.80745129632,1.61422294122,0.478701537486,18,4
323.0,10,6000001013,6000001013,2017-08-25 12:00:00,0.968827073909,1.39108339568,1.19227294691,0.581964657396,18,4
280.0,5,6000001023,6000001023,2017-08-25 12:00:00,1.34273368648,1.3141926621100002,1.5768292862900002,0.491343695106,33,4
315.0,14,6000000923,6000000923,2017-08-25 12:00:00,1.9688531582599997,1.5745825089399998,1.72432222901,0.455318873346,18,4
380.0,7,6000000721,6000000721,2017-08-25 12:00:00,1.9147045397599998,1.58509507615,1.69341905449,0.462265150913,19,4
304.0,13,6000000559,6000000559,2017-08-25 12:00:00,2.25754833408,1.64149771049,1.8058440317200002,0.44129181084200003,19,4
372.0,5,6000000903,6000000903,2017-08-25 12:00:00,2.43848687363,1.53878799794,2.0490140044599996,0.402357964503,21,4
356.0,11,6000000942,6000000942,2017-08-25 12:00:00,1.59647102235,1.40072333961,1.6982141453,0.47059265520800003,21,4
385.0,14,6000000965,6000000965,2017-08-25 12:00:00,2.4873994579299996,1.66692419615,1.9144666663999999,0.41792924132,21,4
394.0,10,6000000806,6000000806,2017-08-25 12:00:00,2.18850397665,1.5974611862900001,1.81542051906,0.44422858294100004,42,4
364.0,7,6000000823,6000000823,2017-08-25 12:00:00,1.36239007071,1.3303016914299999,1.59677887204,0.491734317807,22,4
344.0,14,6000000955,6000000955,2017-08-25 12:00:00,1.59367789824,1.37322902824,1.71672920761,0.465890283244,45,4
369.0,6,6000000750,6000000750,2017-08-25 12:00:00,1.9685981658,1.67466999831,1.6377100680399999,0.474287002358,23,4
